Overall graph size pval = 0.0046
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
CDK2	1.0E-4	1.0E-4	0.9896
CDK1	1.0E-4	1.0E-4	0.992
AURKB	1.0E-4	1.0E-4	0.8003
AURKA	0.0013	2.0E-4	1.0
FAM20C	0.1689	1.0	0.0012
CCNB1	0.0113	0.0017	1.0
RPS6KB2	0.022	1.0	0.0019
CDK5R1	0.0129	0.0028	1.0
MAP3K8	0.0176	0.0045	1.0
CDK4	0.0298	0.005	0.9203
CDC7	0.0348	0.0102	1.0
MDC1	0.0254	0.0104	1.0
PLK1	0.046	0.0174	0.7819
CCNA2	0.0516	0.0246	1.0
CDH1	0.0819	1.0	0.0273
CSNK1D	0.194	1.0	0.0283
NEK9	0.0698	0.0319	1.0
STK17A	0.0333	0.2166	0.0743
MAPK8	0.0677	0.5139	0.0343
RHOA	0.111	0.0366	1.0
CDK5	0.0957	0.0391	0.8205
CHEK1	0.2237	0.0518	1.0
RPS6KB1	0.2522	0.8412	0.06
ERBB2	0.0632	0.1144	0.3799
MAPK9	0.2354	0.8239	0.065
PAK4	0.3497	1.0	0.0676
CDK6	0.0746	0.1226	0.4657
NEK6	0.1554	0.079	1.0
MAPK10	0.1281	0.6233	0.0829
PIM1	0.0847	0.1059	0.4732
PRKACA	0.4126	0.8769	0.085
AKT1	0.3678	0.8274	0.0898
CaMK2	0.2628	1.0	0.0991
DYRK1A	0.4934	1.0	0.1035
YWHAH	0.2154	0.1075	1.0
ABL2	0.3083	1.0	0.1174
CCND1	0.1217	0.3194	0.2557
ROCK2	0.1261	0.3514	0.2062
PRKCD	0.1764	0.1329	0.6711
PPP2R3B	0.1387	0.271	0.3341
BTK	0.1473	0.3815	0.2208
YWHAE	0.2891	0.719	0.1486
YWHAB	0.5391	0.7412	0.1563
STK11	0.4036	1.0	0.1627
PRKAA1	0.1637	0.3044	0.2704
MAPK1	0.1639	0.4291	0.1748
PRKG1	0.1659	0.2399	0.3961
YWHAG	0.3139	0.1686	1.0
STK39	0.2681	0.1698	1.0
NEK3	0.4345	1.0	0.1735
PRKCG	0.4353	1.0	0.1736
PPP2R5A	0.35	0.1782	1.0
NEK4	0.2683	0.1822	1.0
CAMK2A	0.6684	1.0	0.1833
PTK2	0.42	1.0	0.1839
TUBA4A	0.311	1.0	0.1873
SFN	0.1945	0.4383	0.2649
MAPK12	0.1958	0.4375	0.2529
CK1	0.2043	0.4639	0.2793
MRE11	0.3018	0.2081	1.0
BUB1	0.3772	0.2138	1.0
CDK16	0.3034	0.2144	1.0
FGFR1	0.311	0.2146	1.0
SIK1	0.5204	1.0	0.219
CAMK2G	0.5516	1.0	0.2357
TOPBP1	0.3439	0.2396	1.0
CDK9	0.2452	0.3421	0.4893
BRAF	0.2521	0.4711	0.3257
MARK2	0.5906	1.0	0.2618
CDK3	0.3737	0.2631	1.0
PLK3	0.5935	1.0	0.264
CSNK2B	0.5879	1.0	0.2649
BTRC	0.5636	1.0	0.2655
PPP2R5C	0.378	1.0	0.2679
PIM2	0.6061	1.0	0.2699
SMPD1	0.5248	1.0	0.2704
CAMK4	0.6081	1.0	0.2736
PRKACB	0.6167	1.0	0.2768
MLST8	0.6341	1.0	0.283
DYRK3	0.4075	0.2861	1.0
PRKACG	0.6344	1.0	0.2885
YWHAQ	0.2929	0.5211	0.3265
PRKCH	0.4406	0.3071	1.0
KITLG	0.4945	0.3172	1.0
PRKCZ	0.7723	1.0	0.3176
EGF	0.5743	0.3232	1.0
