Overall graph size pval = 0.0037
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
CDK2	1.0E-4	0.9906	1.0E-4
CDK1	1.0E-4	0.9901	1.0E-4
AURKB	1.0E-4	0.7908	1.0E-4
AURKA	3.0E-4	1.0	1.0E-4
RPS6KB2	0.0198	0.0012	1.0
FAM20C	0.1672	0.0017	1.0
CCNB1	0.01	1.0	0.0019
CDK5R1	0.0139	1.0	0.0033
MAP3K8	0.0166	1.0	0.005
CDK4	0.0299	0.9235	0.0058
MDC1	0.0261	1.0	0.0106
CDC7	0.0341	1.0	0.0121
PLK1	0.0496	0.7778	0.0163
CCNA2	0.0532	1.0	0.0239
CDH1	0.0768	0.0272	1.0
RHOA	0.1045	1.0	0.0311
STK17A	0.0313	0.0744	0.2205
NEK9	0.0664	1.0	0.0313
CSNK1D	0.1957	0.0325	1.0
CDK5	0.0891	0.8173	0.0359
MAPK8	0.0685	0.0369	0.5266
CHEK1	0.2203	1.0	0.049
RPS6KB1	0.2588	0.0612	0.8414
ERBB2	0.0623	0.3854	0.1015
PAK4	0.3459	0.0647	1.0
MAPK9	0.2371	0.069	0.8184
CDK6	0.0727	0.466	0.1226
NEK6	0.1513	1.0	0.0745
MAPK10	0.1342	0.0832	0.6143
PRKACA	0.4118	0.0846	0.8782
PIM1	0.0869	0.4755	0.1067
AKT1	0.3728	0.095	0.8352
CaMK2	0.2635	0.0981	1.0
YWHAH	0.2063	1.0	0.1063
DYRK1A	0.4953	0.109	1.0
CCND1	0.119	0.2591	0.3171
ABL2	0.3063	0.1199	1.0
ROCK2	0.1276	0.2009	0.3571
PRKCD	0.1853	0.6713	0.1408
PPP2R3B	0.141	0.3383	0.2739
YWHAE	0.2805	0.1428	0.7235
BTK	0.1482	0.2248	0.3762
PRKAA1	0.1577	0.2773	0.2936
MAPK1	0.1589	0.1754	0.4296
PRKG1	0.1639	0.3907	0.2368
YWHAB	0.5373	0.165	0.7409
STK11	0.4077	0.1665	1.0
PPP2R5A	0.3348	1.0	0.1673
STK39	0.2693	1.0	0.1703
PTK2	0.3978	0.1724	1.0
YWHAG	0.3243	1.0	0.1746
NEK3	0.4428	0.175	1.0
PRKCG	0.4394	0.1808	1.0
TUBA4A	0.309	0.1849	1.0
NEK4	0.2691	1.0	0.1858
CAMK2A	0.6701	0.1867	1.0
MAPK12	0.1951	0.2576	0.4416
SFN	0.1957	0.259	0.4457
CK1	0.2008	0.2713	0.4635
BUB1	0.3669	1.0	0.2056
FGFR1	0.3036	1.0	0.2078
MRE11	0.3095	1.0	0.2147
CDK16	0.3109	1.0	0.2151
SIK1	0.5181	0.2232	1.0
CAMK2G	0.5383	0.2309	1.0
TOPBP1	0.3435	1.0	0.2447
CDK9	0.2473	0.4935	0.3445
PLK3	0.5866	0.2544	1.0
BRAF	0.2565	0.3235	0.48
MARK2	0.5863	0.2629	1.0
CDK3	0.375	1.0	0.2644
CSNK2B	0.5842	0.2655	1.0
BTRC	0.562	0.268	1.0
PPP2R5C	0.3813	0.268	1.0
CAMK4	0.6022	0.2701	1.0
SMPD1	0.5186	0.2706	1.0
PRKACB	0.6149	0.2731	1.0
PIM2	0.6138	0.2785	1.0
PRKACG	0.6352	0.2854	1.0
MLST8	0.6309	0.2867	1.0
DYRK3	0.4042	1.0	0.2881
YWHAQ	0.2903	0.3248	0.5258
KITLG	0.493	1.0	0.3142
EGF	0.5673	1.0	0.3167
PRKCH	0.4394	1.0	0.3182
PRKCZ	0.783	0.325	1.0
CDKL5	0.4651	1.0	0.3358
ATR	0.372	0.3623	0.5797
PRKCA	0.6163	0.9331	0.3644
CCNB2	0.5162	1.0	0.3789
PPP3R1	0.5205	0.3799	1.0
PPP3CA	0.5432	0.3882	1.0
RPTOR	0.719	0.3937	1.0
ABL1	0.7595	0.4162	1.0
NBN	0.5893	1.0	0.4398
PRKCI	0.5922	1.0	0.4416
PRKCQ	0.7616	0.4471	1.0
CALM2	0.6648	0.4571	1.0
CALM1	0.6796	0.4609	1.0
PRKD1	0.8444	0.4619	1.0
MAPK13	0.62	1.0	0.4687
PAK1	0.5402	0.7567	0.4737
PPP2CA	0.503	0.6846	0.4861
MAPK3	0.4886	0.544	0.5599
EGFR	0.6751	1.0	0.4895
PPP2R1B	0.6496	0.493	1.0
PPP2CB	0.6496	0.493	1.0
PDPK1	0.856	0.4936	1.0
GSK3A	0.6041	0.5102	0.7495
UHMK1	0.6693	1.0	0.5112
CDK7	0.5752	0.7846	0.5136
ATM	0.7427	1.0	0.5181
RPS6KA5	0.6936	1.0	0.5371
WEE1	0.7001	1.0	0.5444
MAPK11	0.9165	0.5675	1.0
YWHAZ	0.7003	0.5763	0.8009
HIPK2	0.7513	1.0	0.5932
RPS6KA1	0.6092	0.669	0.6192
CLK2	0.7701	1.0	0.6128
PPP2R1A	0.7725	0.6177	1.0
FYN	0.943	0.6211	1.0
PIN1	0.8209	1.0	0.6349
MAPK14	0.7388	0.6372	0.7784
MAPKAPK5	0.7966	1.0	0.6501
MAPK7	0.8386	1.0	0.6918
PRKCB	0.8364	1.0	0.6922
SRC	0.7928	0.7828	0.7608
SGK1	0.9057	1.0	0.7819
GSK3B	0.9909	0.791	0.9971
RPS6KA3	0.915	1.0	0.7991
MTOR	0.9436	0.8183	0.951
MAPKAPK2	0.9333	1.0	0.8264
LYN	0.933	1.0	0.8287
CSNK2A1	0.9609	0.9739	0.8542
AKT2	0.9513	1.0	0.8576
CSNK2A2	0.9724	1.0	0.906
ARAF	1.0	1.0	1.0
ACTB	1.0	1.0	1.0
RPS6KA4	1.0	1.0	1.0
TBK1	1.0	1.0	1.0
RPS6KA2	1.0	1.0	1.0
CHEK2	1.0	1.0	1.0
AKT3	1.0	1.0	1.0
TRBC1	1.0	1.0	1.0
KDR	1.0	1.0	1.0
DAPK1	1.0	1.0	1.0
PRKCE	1.0	1.0	1.0
CSNK1E	1.0	1.0	1.0
BCR	1.0	1.0	1.0
PRKD3	1.0	1.0	1.0
PRKD2	1.0	1.0	1.0
ULK1	1.0	1.0	1.0
TLN1	1.0	1.0	1.0
TP53	1.0	1.0	1.0
PRKDC	1.0	1.0	1.0
PDGFB	1.0	1.0	1.0
PIK3R1	1.0	1.0	1.0
NLK	1.0	1.0	1.0
PLCG2	1.0	1.0	1.0
PLCG1	1.0	1.0	1.0
SRPK2	1.0	1.0	1.0
YES1	1.0	1.0	1.0
FZD2	1.0	1.0	1.0
INSR	1.0	1.0	1.0
FN1	1.0	1.0	1.0
PTK6	1.0	1.0	1.0
SRPK1	1.0	1.0	1.0
WNK1	1.0	1.0	1.0
